tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
7227	Drosophila melanogaster	31129	0	live	Scgdelta	"Dmel_CG14808, BEST:GH21860, CG14808, CT34621, DmSCG-gammadelta, Dmel\CG14808, EG:4F1.1, GH21860, Sgcd"	Sarcoglycan delta	sarcoglycan delta|CG14808-PA|CG14808-PC|CG14808-PD|CG14808-PE|Scgdelta-PA|Scgdelta-PC|Scgdelta-PD|Scgdelta-PE|delta-sarcoglycan|sarcoglycan|sarcoglycan-like	1-0.2 cM	X	NC_004354.4	1735945	1754065	minus	7	
9606	Homo sapiens	131377	0	live	KLHL40	"KBTBD5, NEM8, SRYP, SYRP"	kelch like family member 40	kelch-like protein 40|kelch repeat and BTB (POZ) domain containing 5|kelch repeat and BTB domain-containing protein 5|nemaline myopathy type 8|sarcosynapsin	3p22.1	3	NC_000003.12	42685537	42692544	plus	6	615340
10116	Rattus norvegicus	362567	0	live	Pomgnt1		"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"	"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1|O-linked mannose beta1,2-N-acetylglucosaminyltransferase|protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase"	5q35	5	NC_086023.1	134870971	134880864	plus	23	
10090	Mus musculus	58916	0	live	Myot	"5530402I04Rik, Ttid"	myotilin	myotilin|myofibrillar titin-like Ig domains protein|titin immunoglobulin domain protein	18 23.74 cM	18	NC_000084.7	44467126	44488795	plus	10	
9606	Homo sapiens	84197	0	live	POMK	"MDDGA12, MDDGC12, SGK196"	protein O-mannose kinase	protein O-mannose kinase|Sugen kinase 196|probable inactive protein kinase-like protein SgK196|protein kinase-like protein SgK196	8p11.21	8	NC_000008.11	43093515	43123434	plus	5	615247
7955	Danio rerio	569755	0	live	col6a1		"collagen, type VI, alpha 1"	collagen alpha-1(VI) chain		11	NC_007122.7	33996528	34065720	minus	35	
9606	Homo sapiens	390594	0	live	KBTBD13	"HCG1645727, NEM6"	kelch repeat and BTB domain containing 13	kelch repeat and BTB domain-containing protein 13|kelch repeat and BTB (POZ) domain containing 13|nemaline myopathy type 6	15q22.31	15	NC_000015.10	65076746	65079948	plus	1	613727
9606	Homo sapiens	282808	0	live	RAB40AL	"MRXSMP, RAR2, RLGP"	RAB40A like	"ras-related protein Rab-40A-like|RAB40A, member RAS oncogene family-like|Ras like GTPase|SOCS box containing protein RAR2|ras-like GTPase"	Xq22.1	X	NC_000023.11	102937272	102938300	plus	1	300405
9606	Homo sapiens	84892	0	live	POMGNT2	"AGO61, C3orf39, GTDC2, MDDGA8, MDDGC8"	"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"	"protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2|glycosyltransferase-like domain containing 2|glycosyltransferase-like domain-containing protein 2|protein O-mannose beta-1,4-N-acetylglucosaminyltransferase 2"	3p22.1	3	NC_000003.12	43079234	43106079	minus	4	614828
10116	Rattus norvegicus	25177	0	live	Fhl1	SLIM1	four and a half LIM domains 1	four and a half LIM domains protein 1|FHL-1|skeletal muscle LIM-protein 1	Xq36	X	NC_086039.1	139592794	139652290	plus	11	
10116	Rattus norvegicus	84430	0	live	Pomt1		protein-O-mannosyltransferase 1	protein O-mannosyl-transferase 1|dolichyl-phosphate-mannose--protein mannosyltransferase 1	3p12	3	NC_086021.1	35918370	35936330	plus	21	
9606	Homo sapiens	137868	0	live	SGCZ	ZSG1	sarcoglycan zeta	zeta-sarcoglycan|zeta-SG	8p22	8	NC_000008.11	14084845	15238431	minus	8	608113
10090	Mus musculus	735280	0	live	Mir675	"Mirn675, mir-675, mmu-mir-675"	microRNA 675	mir 675	7 87.97 cM	7	NC_000073.7	142130801	142130884	minus	1	
10090	Mus musculus	217057	0	live	Ptrh2	"A230072I16Rik, Bit1, CGI-147, PTH 2"	peptidyl-tRNA hydrolase 2	"peptidyl-tRNA hydrolase 2, mitochondrial"	11 51.82 cM	11	NC_000077.7	86574900	86583283	plus	3	
10090	Mus musculus	74777	0	live	Selenon	"1110019I12Rik, SelN, Sepn1"	selenoprotein N	"selenoprotein N|selenoprotein N, 1"	4 66.85 cM	4	NC_000070.7	134265203	134279477	minus	12	
9606	Homo sapiens	10329	0	live	RXYLT1	"HP10481, MDDGA10, TMEM5"	ribitol xylosyltransferase 1	"ribitol-5-phosphate xylosyltransferase 1|UDP-D-xylose:ribitol-5-phosphate beta1,4-xylosyltransferase|transmembrane protein 5|type II membrane protein"	12q14.2	12	NC_000012.12	63779909	63809562	plus	8	605862
7227	Drosophila melanogaster	36797	0	live	mrj	"Dmel_CG8448, CG8448, Dmel\CG8448, MRJ, dMRJ, dmrjA"	mrj	mrj|CG8448-PA|CG8448-PB|CG8448-PC|CG8448-PD|CG8448-PE|CG8448-PF|CG8448-PG|CG8448-PH|mrj-PA|mrj-PB|mrj-PC|mrj-PD|mrj-PE|mrj-PF|mrj-PG|mrj-PH	2-78 cM	2R	NT_033778.4	16203329	16221793	minus	11	
9606	Homo sapiens	8818	0	live	DPM2	CDG1U	"dolichyl-phosphate mannosyltransferase subunit 2, regulatory"	"dolichol phosphate-mannose biosynthesis regulatory protein|DPM synthase complex subunit|DPM synthase subunit 2|dolichol-phosphate mannose synthase subunit 2|dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit"	9q34.11	9	NC_000009.12	127935099	127937854	minus	5	603564
7227	Drosophila melanogaster	38391	0	live	gry	"Dmel_CG17569, CG17569, Dmel\CG17569, TRAPPC11z, l(3)63Bd, gry"	gryzun	gryzun|CG17569-PB|gry-PB|lethal (3) 63Bd	3-6 cM	3L	NT_037436.4	3199090	3211348	plus	11	
10090	Mus musculus	320938	0	live	Tnpo3	"5730544L10Rik, C430013M08Rik, D6Ertd313e, Trn-SR, mKIAA4133"	transportin 3	transportin-3|transportin-SR	6 12.36 cM	6	NC_000072.7	29540826	29609918	minus	26	
10090	Mus musculus	50926	0	live	Hnrnpdl	"D5Ertd650e, D5Wsu145e1, Hnrpdl, JKTBP, hnRNP DL, hnRNP-DL, Hnrnpdl"	heterogeneous nuclear ribonucleoprotein D-like	heterogeneous nuclear ribonucleoprotein D-like|JKT41-binding protein|hnRNP D-like|hnRPD-like protein	5 48.46 cM	5	NC_000071.7	100181436	100187769	minus	9	
7955	Danio rerio	100001684	0	live	ttn.1	"TTN, hm:zeh1256r, im:6911926, im:7146708, si:dZ167C3.1, si:dz249n21.1, ttnb, ttnl, wu:fc09a12"	"titin, tandem duplicate 1"	titin b|titin|TTN1|connectin b		9	NC_007120.7	42732992	42873861	minus	215	
559292	Saccharomyces cerevisiae S288C	851725	0	live	EKI1	YDR147W	bifunctional choline kinase/ethanolamine kinase EKI1	bifunctional choline kinase/ethanolamine kinase EKI1		IV	NC_001136.10	751631	753235	plus	1	
9606	Homo sapiens	81493	0	live	SYNC	"SYNC1OILIN, SYNC"	"syncoilin, intermediate filament protein"	syncoilin|intermediate filament protein syncoilin|syncoilin intermediate filament 1|syncoilin-1	1p35.1	1	NC_000001.11	32679906	32703593	minus	8	611750
559292	Saccharomyces cerevisiae S288C	854089	0	live	INP54	YOL065C	phosphoinositide 5-phosphatase INP54	phosphoinositide 5-phosphatase INP54		XV	NC_001147.6	204731	205885	minus	1	
10090	Mus musculus	208263	0	live	Tor1aip1	"LAP1, Lap1B"	torsin A interacting protein 1	torsin-1A-interacting protein 1|lamina-associated polypeptide 1B	1 67.69 cM	1	NC_000067.7	155880328	155912226	minus	15	
10090	Mus musculus	326618	0	live	Tpm4	"2610528G24Rik.2, Tpm4.2cy, Tpm4"	tropomyosin 4	tropomyosin alpha-4 chain	8 34.81 cM	8	NC_000074.7	72889132	72906986	plus	8	
7227	Drosophila melanogaster	39016	0	live	mfr	"Dmel_CG5747, CG5747, Dmel\CG5747, Otoferlin"	misfire	misfire|CG5747-PB|CG5747-PC|CG5747-PD|CG5747-PE|CG5747-PF|CG5747-PI|CG5747-PJ|mfr-PB|mfr-PC|mfr-PD|mfr-PE|mfr-PF|mfr-PI|mfr-PJ|otoferlin	3-27 cM	3L	NT_037436.4	8905918	8912671	minus	12	
10090	Mus musculus	99011	0	live	Pomt1		protein-O-mannosyltransferase 1	protein O-mannosyl-transferase 1|dolichyl-phosphate-mannose--protein mannosyltransferase 1	2 22.09 cM	2	NC_000068.8	32126321	32145017	plus	21	
10116	Rattus norvegicus	303468	0	live	Sgca		"sarcoglycan, alpha"	"alpha-sarcoglycan|adhalin|sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)|sarcoglycan, alpha (dystrophin-associated glycoprotein)"	10q26	10	NC_086028.1	80397158	80416165	minus	12	
7227	Drosophila melanogaster	35417	0	live	CG2201	Dmel_ Dmel\CG2201	uncharacterized protein	uncharacterized protein|CG2201-PA|CG2201-PB|CG2201-PC|CG2201-PE|CG2201-PF|CG2201-PG	2-54 cM	2L	NT_033779.5	21614232	21624080	minus	9	
9606	Homo sapiens	54221	0	live	SNTG2	"G2SYN, SYN5"	syntrophin gamma 2	gamma-2-syntrophin|syntrophin-5	2p25.3	2	NC_000002.12	950849	1367613	plus	26	608715
7227	Drosophila melanogaster	36911	0	live	CG6805	"Dmel_ BEST:CK01299, CK01299, Dmel\CG6805, IPP"	uncharacterized protein	uncharacterized protein|CG6805-PA|CG6805-PB	2-81 cM	2R	NT_033778.4	17005451	17007501	plus	3	
7955	Danio rerio	445139	0	live	bag3	zgc:100859	BCL2 associated athanogene 3	BAG family molecular chaperone regulator 3		13	NC_007124.7	25486696	25498661	plus	4	
7955	Danio rerio	556258	0	live	tcap		titin-cap (telethonin)	telethonin		3	NC_007114.7	21240593	21242461	minus	2	
10116	Rattus norvegicus	497892	0	live	Sgcd		"sarcoglycan, delta"	"delta-sarcoglycan|sarcoglycan, delta (dystrophin-associated glycoprotein)"	10q21	10	NC_086028.1	31847713	32829554	minus	14	
6239	Caenorhabditis elegans	176122	0	live	clp-1	CELE_C06G4.2	Calpain clp-1	Calpain clp-1		III	NC_003281.10	7981074	7986328	plus	16	
10090	Mus musculus	234407	0	live	Colgalt1	"2810024B22Rik, Glt25d1"	collagen beta(1-O)galactosyltransferase 1	procollagen galactosyltransferase 1|glycosyltransferase 25 domain containing 1|glycosyltransferase 25 family member 1|hydroxylysine galactosyltransferase 1	8 34.43 cM	8	NC_000074.7	72063631	72077555	plus	12	
6239	Caenorhabditis elegans	178740	0	live	ketn-1	CELE_F54E2.3	Kettin homolog	Kettin homolog		V	NC_003283.11	2781939	2807860	minus	29	
10116	Rattus norvegicus	287533	0	live	Inpp5k	Skip	inositol polyphosphate-5-phosphatase K	inositol polyphosphate 5-phosphatase K|C62|putative phosphoinositide 5-phosphatase type II|putative phosphoinositide 5-phosphatase type II; C62|skeletal muscle and kidney enriched inositol phosphatase	10q24	10	NC_086028.1	60974183	60995047	plus	12	
7227	Drosophila melanogaster	33083	0	live	bves	"Dmel_CG32513, BcDNA:SD21670, CG1544, CG15448, CG1754, CG32513, Dmel\CG32513"	bves	bves|CG32513-PA|CG32513-PB|CG32513-PC|CG32513-PD|bves-PA|bves-PB|bves-PC|bves-PD	1-65 cM	X	NC_004354.4	21053963	21082391	plus	10	
7227	Drosophila melanogaster	33807	0	live	CG9171	"Dmel_ Dmel\CG9171, dibeta3GnT2"	uncharacterized protein	uncharacterized protein|CG9171-PC|CG9171-PD|CG9171-PE|CG9171-PF|CG9171-PG	2-17 cM	2L	NT_033779.5	5767002	5800253	minus	10	
9606	Homo sapiens	448831	0	live	FRG2	FRG2A	FSHD region gene 2	protein FRG2|FSHD region gene 2 protein	4q35.2	4	NC_000004.12	190024367	190027256	minus	4	609032
10090	Mus musculus	108902	0	live	B4gat1	"1500032M01Rik, B3gnt1, B3gnt6, BETA3GNT1, iGAT, iGNT"	"beta-1,4-glucuronyltransferase 1"	"beta-1,4-glucuronyltransferase 1|I-beta-1,3-N-acetylglucosaminyltransferase|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase|UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1|UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6|poly-N-acetyllactosamine extension enzyme"	19 A	19	NC_000085.7	5088854	5091162	plus	2	
7227	Drosophila melanogaster	32629	0	live	CG9784	"Dmel_ Dmel\CG9784, IPP, lincRNA.S9473"	uncharacterized protein	uncharacterized protein|CG9784-PA|CG9784-PB|CG9784-PC	1-54 cM	X	NC_004354.4	16595136	16599215	minus	2	
10116	Rattus norvegicus	29367	0	live	Chkb	"Chetk, Chkl"	choline kinase beta	choline/ethanolamine kinase|CK|CKB|CKEKB|EK|choline/ethanolamine kinase beta|ethanolamine kinase	7q34	7	NC_086025.1	122380592	122385102	minus	11	
10116	Rattus norvegicus	366669	0	live	Syne2	"AABR07064873.1, RGD1305248"	spectrin repeat containing nuclear envelope protein 2	"nesprin-2|nesprin-2-like|spectrin repeat containing, nuclear envelope 2|synaptic nuclear envelope 2"	6q24	6	NC_086024.1	100272729	100586364	plus	120	
10116	Rattus norvegicus	305941	0	live	Sgcg		"sarcoglycan, gamma"	"gamma-sarcoglycan|sarcoglycan, gamma (dystrophin-associated glycoprotein)"	15p12	15	NC_086033.1	39564920	39611149	minus	8	
7955	Danio rerio	100048921	0	live	flnca		"filamin C, gamma a (actin binding protein 280)"	filamin-C		25	NC_007136.7	35020128	35041066	plus	47	
7955	Danio rerio	415107	0	live	bves	"pop1, popdc1, zgc:86887"	blood vessel epicardial substance	blood vessel epicardial substance|popeye domain containing 1|popeye domain-containing protein 1		16	NC_007127.7	7662667	7679980	plus	9	
6239	Caenorhabditis elegans	172952	0	live	lam-3	CELE_T22A3.8	Laminin subunit alpha lam-3	Laminin subunit alpha lam-3		I	NC_003279.8	10608466	10621435	plus	13	
10116	Rattus norvegicus	365603	0	live	Bves	Popdc1	blood vessel epicardial substance	blood vessel epicardial substance|popeye domain-containing 1|popeye domain-containing protein 1|popeye protein 1	20q13	20	NC_086038.1	50401611	50442653	plus	9	
559292	Saccharomyces cerevisiae S288C	853113	0	live	PMT6	YGR199W	dolichyl-phosphate-mannose-protein mannosyltransferase PMT6	dolichyl-phosphate-mannose-protein mannosyltransferase PMT6		VII	NC_001139.9	897502	899781	plus	1	
10116	Rattus norvegicus	116697	0	live	Pabpn1		"poly(A) binding protein, nuclear 1"	polyadenylate-binding protein 2	15p13	15	NC_086033.1	32337955	32342700	plus	5	
10116	Rattus norvegicus	362293	0	live	Dnajb6		DnaJ heat shock protein family (Hsp40) member B6	"dnaJ homolog subfamily B member 6|DnaJ (Hsp40) homolog, subfamily B, member 6|HSJ-2|MRJ|MSJ-1|heat shock protein J2|hsp40 homolog"	4q11	4	NC_086022.1	6010081	6232052	minus	17	
9606	Homo sapiens	256691	0	live	MAMDC2		MAM domain containing 2	MAM domain-containing protein 2|MAM domain-containing proteoglycan|mamcan	9q21.12	9	NC_000009.12	70043581	70226972	plus	15	612879
7227	Drosophila melanogaster	40599	0	live	Gmppb	"Dmel_CG1129, CG1129, Dmel\CG1129"	GDP-mannose pyrophosphorylase B	GDP-mannose pyrophosphorylase B|CG1129-PA|CG1129-PB|CG1129-PD|CG1129-PE|Gmppb-PA|Gmppb-PB|Gmppb-PD|Gmppb-PE	3-47.1 cM	3R	NT_033777.3	4811444	4816025	plus	6	
10090	Mus musculus	217734	0	live	Pomt2		protein-O-mannosyltransferase 2	protein O-mannosyl-transferase 2|dolichyl-phosphate-mannose--protein mannosyltransferase 2	12 41.3 cM	12	NC_000078.7	87153635	87194742	minus	21	
7227	Drosophila melanogaster	40228	0	live	FRG1	"Dmel_CG6480, CG6480, DmFRG1, Dmel\CG6480, dFRG1"	FSHD region gene 1	FSHD region gene 1|CG6480-PA|FRG1-PA|FSHD region gene 1 ortholog	3-47 cM	3L	NT_037436.4	20295802	20296971	minus	5	
7227	Drosophila melanogaster	41525	0	live	Scgbeta	"Dmel_CG5657, CG5657, DmSCG-beta, Dmel\CG5657, dscgbeta, scg-beta"	Sarcoglycan beta	sarcoglycan beta|CG5657-PA|Scgbeta-PA|beta-sarcoglycan|beta-sarcolgycan	3-52 cM	3R	NT_033777.3	12421236	12422429	minus	1	
10116	Rattus norvegicus	308637	0	live	Ano5	"RGD1564265, Tmem16e"	anoctamin 5	anoctamin-5|transmembrane protein 16E	1q22	1	NC_086019.1	110222411	110323505	plus	22	
10090	Mus musculus	74843	0	live	Mss51	"4833444M15Rik, Zmynd17"	MSS51 mitochondrial translational activator	"putative protein MSS51 homolog, mitochondrial|zinc finger MYND domain-containing protein 17|zinc finger, MYND domain containing 17"	14 11.53 cM	14	NC_000080.7	20532925	20546969	minus	7	
559292	Saccharomyces cerevisiae S288C	854499	0	live	PMT3	YOR321W	dolichyl-phosphate-mannose-protein mannosyltransferase PMT3	dolichyl-phosphate-mannose-protein mannosyltransferase PMT3		XV	NC_001147.6	916030	918291	plus	1	
10090	Mus musculus	224143	0	live	Poglut1	"9630046K23Rik, Clp46, Ktelc1, Rumi, wsnp"	protein O-glucosyltransferase 1	protein O-glucosyltransferase 1|CAP10-like 46 kDa protein|KTEL (Lys-Tyr-Glu-Leu) containing 1|KTEL motif-containing protein 1|O-glucosyltransferase Rumi homolog|protein O-xylosyltransferase POGLUT1|wing-shaped neural plate protein	16 26.86 cM	16	NC_000082.7	38345420	38370619	minus	11	
10116	Rattus norvegicus	316732	0	live	Smchd1	RGD1307234	structural maintenance of chromosomes flexible hinge domain containing 1	structural maintenance of chromosomes flexible hinge domain-containing protein 1	9q38	9	NC_086027.1	118690050	118837281	minus	48	
6239	Caenorhabditis elegans	181283	0	live	dgn-1	CELE_T21B6.1	Dystroglycan 1	Dystroglycan 1		X	NC_003284.9	10920522	10928998	minus	6	
10090	Mus musculus	75847	0	live	Crppa	"4930579E17Rik, Ispd"	CDP-L-ribitol pyrophosphorylase A	D-ribitol-5-phosphate cytidylyltransferase|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein|isoprenoid synthase domain containing|isoprenoid synthase domain-containing protein|notch1-induced protein	12 16.84 cM	12	NC_000078.7	36430334	36739502	plus	14	
7955	Danio rerio	494036	0	live	cavin4b	"murc, murcb, wu:fc18g06, zgc:92239"	caveolae associated protein 4b	caveolae-associated protein 4b|muscle-related coiled-coil protein b		24	NC_007135.7	33697831	33703380	minus	2	
10116	Rattus norvegicus	294337	0	live	Col6a1	RGD1565398	collagen type VI alpha 1 chain	"collagen alpha-1(VI) chain|collagen, type VI, alpha 1|procollagen, type VI, alpha 1"	20p12	20	NC_086038.1	11905690	11924111	plus	35	
10116	Rattus norvegicus	361821	0	live	Col6a2		collagen type VI alpha 2 chain	"collagen alpha-2(VI) chain|collagen, type VI, alpha 2|procollagen, type VI, alpha 2"	20p12	20	NC_086038.1	12021182	12048932	plus	29	
7955	Danio rerio	393275	0	live	dnajb6b	"dnajb6, zgc:56709"	DnaJ heat shock protein family (Hsp40) member B6b	"dnaJ homolog subfamily B member 6|dnaJ homolog subfamily B member 6b|DnaJ (Hsp40) homolog, subfamily B, member 6|DnaJ (Hsp40) homolog, subfamily B, member 6b"		7	NC_007118.7	40536928	40578818	minus	10	
10116	Rattus norvegicus	362332	0	live	Flnc	"ABP-L, FLN-C"	filamin C	"filamin-C|ABP-280-like protein|actin-binding-like protein|filamin C, gamma (actin binding protein 280)|filamin-2|gamma-filamin"	4q22	4	NC_086022.1	58999445	59027240	plus	49	
6239	Caenorhabditis elegans	181316	0	live	ifa-1	CELE_F38B2.1	Intermediate filament protein A;Intermediate filament protein ifa-1	Intermediate filament protein A;Intermediate filament protein ifa-1		X	NC_003284.9	11271182	11275498	plus	11	
7227	Drosophila melanogaster	38881	0	live	Tmem43	"Dmel_CG8111, CG8111, Dmel\CG8111"	Transmembrane protein 43	transmembrane protein 43|CG8111-PA|Tmem43-PA	3-21 cM	3L	NT_037436.4	7913664	7915120	minus	3	
7955	Danio rerio	571426	0	live	fkrp	zgc:162829	fukutin related protein	fukutin-related protein		15	NC_007126.7	11678611	11683529	minus	3	
7227	Drosophila melanogaster	34135	0	live	Scgalpha	"Dmel_CG7851, CG7851, DmSCG-alphaepsilon, Dmel\CG7851, Scg alpha, Scga"	Sarcoglycan alpha	sarcoglycan alpha|CG7851-PA|CG7851-PB|CG7851-PC|Scgalpha-PA|Scgalpha-PB|Scgalpha-PC	2-31 cM	2L	NT_033779.5	8303429	8305376	plus	5	
10090	Mus musculus	74653	0	live	Pomk	"4930444A02Rik, Sgk196"	protein-O-mannose kinase	protein O-mannose kinase|probable inactive protein kinase-like protein SgK196|sugen kinase 196	8 14.25 cM	8	NC_000074.7	26470632	26484149	minus	5	
10116	Rattus norvegicus	246314	0	live	Tor1aip1	"Lap1b, Lap1c"	torsin 1A interacting protein 1	torsin-1A-interacting protein 1|lamina-associated polypeptide 1B|lamina-associated polypeptide 1C|torsin A interacting protein 1	13q22	13	NC_086031.1	70746941	70776382	minus	12	
10116	Rattus norvegicus	362624	0	live	Selenon	Sepn1	selenoprotein N	"selenoprotein N|selenoprotein N, 1"	5q36	5	NC_086023.1	152032330	152046707	minus	12	
6239	Caenorhabditis elegans	266844	0	live	stn-1	CELE_F30A10.8	Syntrophin-1	Syntrophin-1		I	NC_003279.8	9501268	9505173	plus	6	
10090	Mus musculus	210622	0	live	Pamr1	"5930437L24, E430002G05Rik, Ramp"	peptidase domain containing associated with muscle regeneration 1	inactive serine protease PAMR1|peptidase domain-containing protein associated with muscle regeneration 1|regeneration associated muscle protease|regeneration-associated muscle protease homolog	2 54.13 cM	2	NC_000068.8	102380325	102473386	plus	12	
10116	Rattus norvegicus	306809	0	live	Bicd2		BICD cargo adaptor 2	protein bicaudal D homolog 2|bicaudal D homolog 2|bicaudal D protein	17p14	17	NC_086035.1	15449011	15511423	minus	8	
10116	Rattus norvegicus	288091	0	live	Poglut1	"Ktelc1, RGD1306248"	protein O-glucosyltransferase 1	protein O-glucosyltransferase 1|KTEL (Lys-Tyr-Glu-Leu) containing 1|O-glucosyltransferase Rumi homolog|protein O-xylosyltransferase	11q21	11	NC_086029.1	75704119	75731964	plus	11	
9031	Gallus gallus	100049058	0	live	DAG1		dystroglycan 1	dystroglycan 1|dystroglycan 1 (dystrophin-associated glycoprotein 1)		12	NC_052543.1	2606092	2644943	minus	4	
10116	Rattus norvegicus	688673	0	live	Pomt2		protein-O-mannosyltransferase 2	protein O-mannosyl-transferase 2	6q31	6	NC_086024.1	112486416	112525799	minus	24	
10090	Mus musculus	215494	0	live	Pomgnt2	"Ago61, Gtdc2"	"protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2"	"protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2|glycosyltransferase-like domain containing 2|glycosyltransferase-like domain-containing protein 2"	9 72.78 cM	9	NC_000075.7	121810675	121825116	minus	5	
559292	Saccharomyces cerevisiae S288C	853524	0	live	MNN14	YJR061W	Mnn14p	Mnn14p		X	NC_001142.9	550511	553318	plus	1	
7955	Danio rerio	569769	0	live	pomt1	"zPOMT1, zgc:153731"	protein-O-mannosyltransferase 1	protein O-mannosyl-transferase 1		5	NC_007116.7	51111393	51128031	plus	20	
10116	Rattus norvegicus	361368	0	live	Large1	Large	LARGE xylosyl- and glucuronyltransferase 1	xylosyl- and glucuronyltransferase LARGE1|glycosyltransferase-like protein LARGE1|like-glycosyltransferase	19p12-p11	19	NC_086037.1	11609004	12057174	minus	20	
6239	Caenorhabditis elegans	181515	0	live	dyc-1	CELE_C33G3.1	Dystrophin-like protein 1	Dystrophin-like protein 1		X	NC_003284.9	14049535	14063930	plus	18	
10116	Rattus norvegicus	25683	0	live	Col12a1		collagen type XII alpha 1 chain	"collagen alpha-1(XII) chain|collagen, type XII, alpha 1|procollagen, type XII, alpha 1"	8q31	8	NC_086026.1	89427834	89545886	minus	66	
6239	Caenorhabditis elegans	181699	0	live	ifa-3	CELE_F52E10.5	Intermediate filament protein ifa-3	Intermediate filament protein ifa-3		X	NC_003284.9	16267197	16270069	minus	6	
9615	Canis lupus familiaris	403726	0	live	RPGR		retinitis pigmentosa GTPase regulator	X-linked retinitis pigmentosa GTPase regulator|retinitis pigmentosa GTP-ase regulator RPGR		X	NC_051843.1	33082215	33156658	minus	24	
10090	Mus musculus	227721	0	live	Plpp7	"D830019K17Rik, NET39, Ppapdc3"	phospholipid phosphatase 7 (inactive)	inactive phospholipid phosphatase 7|nuclear envelope transmembrane protein 39|phosphatidic acid phosphatase type 2 domain containing 3|phosphatidic acid phosphatase type 2 domain-containing protein 3|probable lipid phosphate phosphatase PPAPDC3	2 22.02 cM	2	NC_000068.8	31985540	32000827	plus	3	
7227	Drosophila melanogaster	32148	0	live	CG10353	Dmel_ Dmel\CG10353	uncharacterized protein	uncharacterized protein|CG10353-PC|CG10353-PD|CG10353-PE|CG10353-PF|CG10353-PI|CG10353-PK|CG10353-PL	1-37 cM	X	NC_004354.4	11877737	11887162	minus	11	
7955	Danio rerio	556874	0	live	col6a3	"wu:fb06e12, wu:fs74g09"	"collagen, type VI, alpha 3"	collagen alpha-3(VI) chain|uncharacterized protein col6a3|alpha 3 type VI collagen-like		9	NC_007120.7	23914313	23976288	minus	87	
7955	Danio rerio	399646	0	live	fhl1a	"fhl, fhla, zgc:92025"	four and a half LIM domains 1a	four and a half LIM domains protein 1|four and a half LIM domains protein 1a|four and a half LIM domains a		14	NC_007125.7	31651516	31668498	plus	7	
7955	Danio rerio	570288	0	live	flncb	"im:7139256, wu:fc02d03"	"filamin C, gamma b (actin binding protein 280)"	filamin-C|gamma filamin|sot		4	NC_007115.7	10066274	10131482	plus	49	
10116	Rattus norvegicus	296954	0	live	Tnpo3		transportin 3	transportin-3	4q22	4	NC_086022.1	59108278	59197012	minus	26	
7227	Drosophila melanogaster	37861	0	live	CG3253	"Dmel_ BEST:GH04269, Dmel\CG3253, dibeta3GnT1"	uncharacterized protein	uncharacterized protein|CG3253-PA|CG3253-PB|L-gene	2-106 cM	2R	NT_033778.4	24114398	24116359	plus	4	
7955	Danio rerio	562946	0	live	col12a1b	"col12a1, si:ch211-106k22.1"	"collagen, type XII, alpha 1b"	"collagen alpha-1(XII) chain|collagen, type XII, alpha 1b|collagen, type XII, alpha 1"		20	NC_007131.7	49450996	49683978	minus	79	
7227	Drosophila melanogaster	37375	0	live	CG15651	Dmel_ Dmel\CG15651	uncharacterized protein	uncharacterized protein|CG15651-PA	2-92 cM	2R	NT_033778.4	20983838	20986500	minus	3	
6239	Caenorhabditis elegans	172768	0	live	pabp-2	CELE_C17E4.5	RRM domain-containing protein	RRM domain-containing protein		I	NC_003279.8	9420912	9421992	minus	3	
10116	Rattus norvegicus	688173	0	live	Tcap		titin-cap	telethonin|titin cap protein	10q31	10	NC_086028.1	83878006	83879174	plus	2	
9606	Homo sapiens	2490	0	live	FSHMD1B	FSHD1B	facioscapulohumeral muscular dystrophy 1B									158901
7227	Drosophila melanogaster	39362	0	live	CG6938	Dmel_ Dmel\CG6938	uncharacterized protein	uncharacterized protein|CG6938-PB|CG6938-PC	3-38 cM	3L	NT_037436.4	11984906	11990505	plus	13	
7955	Danio rerio	324961	0	live	sgcd	"wu:fc49e11, zgc:110649"	"sarcoglycan, delta (dystrophin-associated glycoprotein)"	delta-sarcoglycan		21	NC_007132.7	35652184	36052936	minus	9	
10116	Rattus norvegicus	680229	0	live	Sgcb		"sarcoglycan, beta"	"beta-sarcoglycan|sarcoglycan, beta (dystrophin-associated glycoprotein)"	14p11	14	NC_086032.1	34917663	34932661	plus	7	
